time,sv,snr,sv_num,constellation,sat_count,mean_snr,std_snr,label
2026-06-02 06:23:15,S27,31.0,27,S,11,31.613636363636363,2.362106148026683,2
2026-06-02 06:23:15,S28,31.0,28,S,11,31.613636363636363,2.362106148026683,2
2026-06-02 06:23:15,S29,31.5,29,S,11,31.613636363636363,2.362106148026683,2
2026-06-02 06:23:16,G05,35.75,5,G,11,31.431818181818183,2.230725524047359,2
2026-06-02 06:23:16,G15,30.0,15,G,11,31.431818181818183,2.230725524047359,2
2026-06-02 06:23:16,G18,31.25,18,G,11,31.431818181818183,2.230725524047359,2
2026-06-02 06:23:16,G29,29.0,29,G,11,31.431818181818183,2.230725524047359,2
2026-06-02 06:23:16,R07,32.75,7,R,11,31.431818181818183,2.230725524047359,2
2026-06-02 06:23:16,R13,27.5,13,R,11,31.431818181818183,2.230725524047359,2
2026-06-02 06:23:16,R22,32.75,22,R,11,31.431818181818183,2.230725524047359,2
2026-06-02 06:23:16,S23,33.25,23,S,11,31.431818181818183,2.230725524047359,2
2026-06-02 06:23:16,S27,30.5,27,S,11,31.431818181818183,2.230725524047359,2
2026-06-02 06:23:16,S28,31.5,28,S,11,31.431818181818183,2.230725524047359,2
2026-06-02 06:23:16,S29,31.5,29,S,11,31.431818181818183,2.230725524047359,2
2026-06-02 06:23:17,G05,35.75,5,G,11,31.34090909090909,2.1250668438684674,2
2026-06-02 06:23:17,G15,30.25,15,G,11,31.34090909090909,2.1250668438684674,2
2026-06-02 06:23:17,G18,30.5,18,G,11,31.34090909090909,2.1250668438684674,2
2026-06-02 06:23:17,G29,29.0,29,G,11,31.34090909090909,2.1250668438684674,2
2026-06-02 06:23:17,R07,32.5,7,R,11,31.34090909090909,2.1250668438684674,2
2026-06-02 06:23:17,R13,28.0,13,R,11,31.34090909090909,2.1250668438684674,2
2026-06-02 06:23:17,R22,32.5,22,R,11,31.34090909090909,2.1250668438684674,2
2026-06-02 06:23:17,S23,33.25,23,S,11,31.34090909090909,2.1250668438684674,2
2026-06-02 06:23:17,S27,30.5,27,S,11,31.34090909090909,2.1250668438684674,2
2026-06-02 06:23:17,S28,31.5,28,S,11,31.34090909090909,2.1250668438684674,2
2026-06-02 06:23:17,S29,31.0,29,S,11,31.34090909090909,2.1250668438684674,2
2026-06-02 06:23:18,G05,36.0,5,G,10,31.475,2.467708113479658,2
2026-06-02 06:23:18,G15,29.75,15,G,10,31.475,2.467708113479658,2
2026-06-02 06:23:18,G18,31.0,18,G,10,31.475,2.467708113479658,2
2026-06-02 06:23:18,G29,29.0,29,G,10,31.475,2.467708113479658,2
2026-06-02 06:23:18,R07,33.25,7,R,10,31.475,2.467708113479658,2
2026-06-02 06:23:18,R13,27.5,13,R,10,31.475,2.467708113479658,2
2026-06-02 06:23:18,R22,33.0,22,R,10,31.475,2.467708113479658,2
2026-06-02 06:23:18,S23,33.25,23,S,10,31.475,2.467708113479658,2
2026-06-02 06:23:18,S28,30.75,28,S,10,31.475,2.467708113479658,2
2026-06-02 06:23:18,S29,31.25,29,S,10,31.475,2.467708113479658,2
2026-06-02 06:23:19,G05,35.75,5,G,11,31.25,2.347871376374779,2
2026-06-02 06:23:19,G15,29.75,15,G,11,31.25,2.347871376374779,2
2026-06-02 06:23:19,G18,31.0,18,G,11,31.25,2.347871376374779,2
2026-06-02 06:23:19,G29,28.75,29,G,11,31.25,2.347871376374779,2
2026-06-02 06:23:19,R07,33.5,7,R,11,31.25,2.347871376374779,2
2026-06-02 06:23:19,R13,27.5,13,R,11,31.25,2.347871376374779,2
2026-06-02 06:23:19,R22,32.75,22,R,11,31.25,2.347871376374779,2
2026-06-02 06:23:19,S23,33.0,23,S,11,31.25,2.347871376374779,2
2026-06-02 06:23:19,S27,30.0,27,S,11,31.25,2.347871376374779,2
2026-06-02 06:23:19,S28,30.75,28,S,11,31.25,2.347871376374779,2
2026-06-02 06:23:19,S29,31.0,29,S,11,31.25,2.347871376374779,2
2026-06-02 06:23:20,G05,35.75,5,G,12,31.395833333333332,2.203969387402207,2
2026-06-02 06:23:20,G15,29.5,15,G,12,31.395833333333332,2.203969387402207,2
2026-06-02 06:23:20,G18,31.25,18,G,12,31.395833333333332,2.203969387402207,2
2026-06-02 06:23:20,G29,29.5,29,G,12,31.395833333333332,2.203969387402207,2
2026-06-02 06:23:20,R01,32.25,1,R,12,31.395833333333332,2.203969387402207,2
2026-06-02 06:23:20,R07,33.0,7,R,12,31.395833333333332,2.203969387402207,2
2026-06-02 06:23:20,R13,27.25,13,R,12,31.395833333333332,2.203969387402207,2
2026-06-02 06:23:20,R22,33.0,22,R,12,31.395833333333332,2.203969387402207,2
2026-06-02 06:23:20,S23,33.0,23,S,12,31.395833333333332,2.203969387402207,2
2026-06-02 06:23:20,S27,30.5,27,S,12,31.395833333333332,2.203969387402207,2
2026-06-02 06:23:20,S28,30.5,28,S,12,31.395833333333332,2.203969387402207,2
2026-06-02 06:23:20,S29,31.25,29,S,12,31.395833333333332,2.203969387402207,2
2026-06-02 06:23:21,G05,36.0,5,G,12,31.583333333333332,2.2546248764114463,2
2026-06-02 06:23:21,G15,29.5,15,G,12,31.583333333333332,2.2546248764114463,2
2026-06-02 06:23:21,G18,31.75,18,G,12,31.583333333333332,2.2546248764114463,2
2026-06-02 06:23:21,G29,29.75,29,G,12,31.583333333333332,2.2546248764114463,2
