epoch_30s,label,mean_snr,std_snr,sat_count
2026-05-21 09:17:00,0,43.022839506172836,5.687059723013477,27
2026-05-21 09:17:30,0,43.03734567901235,5.600448926161958,27
2026-05-21 09:18:00,0,43.10771604938272,5.555294501832527,27
2026-05-21 09:18:30,0,43.12283950617284,5.559408051691395,27
2026-05-21 09:19:00,0,43.07376543209877,5.586219360482235,27
2026-05-21 09:19:30,0,43.06975308641975,5.670882730245301,27
2026-05-21 09:20:00,0,43.10493827160494,5.557342968884641,27
2026-05-21 09:20:30,0,43.12686104218362,5.518443492680615,27
2026-05-21 09:21:00,0,43.42121982210928,4.916719363452117,27
2026-05-21 09:21:30,0,43.624679487179485,4.722965417633719,26
2026-05-21 09:22:00,0,43.763141025641026,4.614319928346847,26
2026-05-21 09:22:30,0,43.76474358974359,4.541098226739991,26
2026-05-21 09:23:00,0,43.65737179487179,4.6727977331483,26
2026-05-21 09:23:30,0,43.84070512820513,4.613272017371592,26
2026-05-21 09:24:00,0,43.87852564102564,4.792776149060458,26
2026-05-21 09:24:30,0,43.81185897435898,4.805585219276297,26
2026-05-21 09:25:00,0,43.81602564102564,4.878165794036136,26
2026-05-21 09:25:30,0,43.65833333333333,4.837881493693917,26
2026-05-21 09:26:00,0,43.635897435897434,4.927877767992087,26
2026-05-21 09:26:30,0,43.70592948717949,4.93362911449421,26
2026-05-22 05:55:00,1,35.34232954545455,4.397767059956263,19
2026-05-22 05:55:30,1,35.03416149068323,4.071727572683224,20
2026-05-22 05:56:00,1,34.622370936902485,4.205148336124289,20
2026-05-22 05:56:30,1,34.19773095623987,4.305430507634443,23
2026-05-22 05:57:00,1,34.42086038961039,4.65469505851826,24
2026-05-22 05:57:30,1,34.20447284345048,4.741932513402246,22
2026-05-22 05:58:00,1,34.259984025559106,3.7929408326184593,22
2026-05-22 05:58:30,1,34.086021505376344,3.7102110235856953,22
2026-05-22 05:59:00,1,34.042290419161674,3.6967342035372517,24
2026-05-22 05:59:30,1,34.03693181818182,3.305597815389601,24
2026-05-22 06:00:00,1,33.52891654465593,3.1327230428355723,25
2026-05-22 06:00:30,1,33.31142857142857,3.1473377198949857,24
2026-05-22 06:01:00,1,33.39817629179331,3.53024070124859,23
2026-05-22 06:01:30,1,33.52777777777778,3.6362804492269643,23
2026-05-22 06:02:00,1,33.982059282371296,3.5815649254522977,23
2026-05-22 06:02:30,1,33.84674922600619,3.789792118283743,23
2026-05-22 06:03:00,1,34.31103286384977,3.452628301990854,23
2026-05-22 06:03:30,1,33.90079365079365,3.7104939920210716,24
2026-05-22 06:04:00,1,33.96875,4.07421518273196,24
2026-05-22 06:04:30,1,33.68885672937771,4.052035487207472,25
2026-05-22 06:05:00,1,33.367924528301884,4.2122830804721385,27
2026-05-22 06:05:30,1,33.854195804195804,3.6506181918814162,26
2026-05-22 06:06:00,1,34.30298719772404,3.3885309591457826,24
2026-05-22 06:06:30,1,34.430284857571216,3.3567048330396503,24
2026-05-22 06:07:00,1,34.76203007518797,3.4920367152681657,23
2026-05-22 06:07:30,1,34.84652366863905,3.2153887687577947,23
2026-05-22 06:08:00,1,34.34270516717325,3.620289935327448,22
2026-05-22 06:08:30,1,34.27435312024353,3.7965074109577968,23
2026-05-22 06:09:00,1,34.29847756410256,4.098965545749586,25
2026-05-22 06:09:30,1,34.22577092511013,3.948072914180136,25
2026-05-22 06:10:00,1,33.794525547445254,4.033669873374952,25
2026-05-22 06:10:30,1,33.76656394453005,4.139612993630121,23
2026-05-22 06:11:00,1,33.5930576070901,3.8877343478049706,24
2026-05-22 06:11:30,1,33.91034755134281,3.497224198447507,22
2026-05-22 06:12:00,1,33.60153846153846,3.530365407421815,23
2026-05-22 06:12:30,1,33.13173216885007,3.908590792170507,25
2026-05-22 06:13:00,1,33.02917282127031,3.94110888654343,25
2026-05-22 06:13:30,1,33.41334808259587,3.470751752148318,25
2026-05-22 06:14:00,1,32.803306342780026,3.4633982685850753,26
2026-05-22 06:14:30,1,33.10944700460829,3.583968449578175,25
2026-05-22 06:15:00,1,33.36953125,3.2953483266114825,23
2026-05-22 06:15:30,1,33.672470978441126,2.989478509351971,23
2026-05-22 06:16:00,1,33.635823429541595,3.321974897627991,22
2026-05-22 06:16:30,1,33.587087087087085,2.952357376697882,22
2026-06-02 06:22:30,2,31.29268292682927,3.0587489471924987,14
2026-06-02 06:23:00,2,31.264383561643836,2.213989603039364,13
2026-06-02 06:23:30,2,30.84795321637427,2.2615578463159034,12
2026-06-02 06:24:00,2,31.293218085106382,1.8974440394854128,14
2026-06-02 06:24:30,2,31.45762711864407,1.970561967256524,13
2026-06-02 06:25:00,2,31.70682451253482,2.2739757839005614,13
2026-06-02 06:25:30,2,31.47622478386167,2.3542737883928164,13
2026-06-02 06:26:00,2,31.284188034188034,2.4223452293709937,12
2026-06-02 06:26:30,2,31.6684350132626,1.8698008602706016,15
2026-06-02 06:27:00,2,31.831947743467932,1.9638384443120553,15
2026-06-02 06:27:30,2,32.02523474178404,2.838616575448981,15
2026-06-02 06:28:00,2,31.348272138228943,3.0192039093321927,17
2026-06-02 06:28:30,2,31.258474576271187,2.9639706783296105,15
2026-06-02 06:29:00,2,31.276282051282053,3.071049454689301,15
2026-06-02 06:29:30,2,32.05327868852459,3.4700598721127434,16
2026-06-02 06:30:00,2,31.305493273542602,3.5427371635596963,17
2026-06-02 06:30:30,2,32.01884700665188,3.123820595376209,17
2026-06-02 06:31:00,2,31.27016129032258,3.3385774683286265,16
2026-06-02 06:31:30,2,31.60376213592233,3.0710371646862216,14
2026-06-02 06:32:00,2,31.550666666666668,2.9174412518696093,15
2026-06-02 06:32:30,2,31.68984962406015,2.9361104715164155,16
2026-06-02 06:33:00,2,31.098850574712642,3.1108085785182693,17
2026-06-02 06:33:30,2,31.52241847826087,2.792068636072627,13
2026-06-02 06:34:00,2,31.32857142857143,2.7747164430416507,15
2026-06-02 06:34:30,2,31.65373134328358,2.7999453779001175,13
2026-06-02 06:35:00,2,32.02362804878049,2.374449482387367,13
2026-06-02 06:35:30,2,31.805477528089888,2.1542403770959475,13
2026-06-02 06:36:00,2,31.40138888888889,2.0406723082146443,13
2026-06-02 06:36:30,2,31.86801242236025,2.3721288780703764,12
2026-06-02 06:37:00,2,31.88564668769716,1.8199554804238351,12
2026-06-02 06:37:30,2,31.609467455621303,2.2796511160929627,13
2026-06-02 06:38:00,2,31.04696132596685,2.5886373582372237,14
2026-06-02 06:38:30,2,32.20822102425876,2.279300168719416,14
2026-06-02 06:39:00,2,31.405194805194807,2.4401239137708304,14
2026-06-02 06:39:30,2,32.08862433862434,2.6175449067036674,14
2026-06-02 06:40:00,2,31.65840220385675,2.502011275638173,13
2026-06-02 06:40:30,2,32.23353293413174,2.2898355050206614,12
2026-06-02 06:41:00,2,31.95740740740741,2.32510926911217,15
2026-06-02 06:41:30,2,31.317848410757946,2.500026816817676,15
2026-06-02 06:42:00,2,31.486746987951808,2.3367868378791754,15
2026-06-02 06:42:30,2,31.533052884615383,2.721891627330416,15
2026-06-02 06:43:00,2,31.23263888888889,2.6516071349840895,16
2026-06-02 06:43:30,2,31.424879807692307,2.341076363499462,16
2026-06-02 06:44:00,2,31.6156462585034,2.801015254581941,17
2026-06-02 06:44:30,2,31.08693304535637,2.6548120342249875,16
2026-06-02 06:45:00,2,31.192307692307693,2.5486330185782737,16
2026-06-02 06:45:30,2,31.59620253164557,2.737092135806185,14
2026-06-02 06:46:00,2,31.260135135135137,2.55368361029481,14
